SpeakerID,Filename,SNR_dB
3b32g,3b32g_EN-OL-RC-234_2.wav,18.62
4b23g,4b23g_EN-OL-RC-426_1.wav,23.32
3d52g,3d52g_EN-OL-RC-234_2.wav,17.43
3a2c,3a2c_EN-OL-RC-234_1.wav,18.91
3a2c,3a2c_EN-OL-RC-234_2.wav,21.84
5b28k,5b28k_EN-OL-RC-538_2.wav,15.36
3b7c,3b7c_EN-OL-RC-234_2.wav,16.08
3b42a,3b42a_EN-OL-RC-234_2.wav,23.64
3b42a,3b42a_EN-OL-RC-234_1.wav,19.36
4c23b,4c23b_EN-OL-RC-426_2.wav,24.53
4c23b,4c23b_EN-OL-RC-426_1.wav,21.93
5b7k,5b7k_EN-OL-RC-538_2.wav,17.11
5c37b,5c37b_EN-OL-RC-538_1.wav,35.83
5a7j,5a7j_EN-OL-RC-538_2.wav,17.39
3a35b,3a35b_EN-OL-RC-234_2.wav,76.49
5a15k,5a15k_EN-OL-RC-538_1.wav,81.53
4a50f,4a50f_EN-OL-RC-426_1.wav,23.26
4a50f,4a50f_EN-OL-RC-426_2.wav,25.29
5b27f,5b27f_EN-OL-RC-538_2.wav,43.5
3a47b,3a47b_EN-OL-RC-234_2.wav,38.76
4a44f,4a44f_EN-OL-RC-426_1.wav,23.9
4a44f,4a44f_EN-OL-RC-426_2.wav,23.22
4c22g,4c22g_EN-OL-RC-426_2.wav,17.0
5a67j,5a67j_EN-OL-RC-538_1.wav,15.37
3c13b,3c13b_EN-OL-RC-234_1.wav,15.89
3c13b,3c13b_EN-OL-RC-234_2.wav,18.46
3c26g,3c26g_EN-OL-RC-234_2.wav,22.45
3a4c,3a4c_EN-OL-RC-234_2.wav,19.53
4a6c,4a6c_EN-OL-RC-426_1.wav,15.72
3b44k,3b44k_EN-OL-RC-234_2.wav,26.33
3b44k,3b44k_EN-OL-RC-234_1.wav,20.16
4b32b,4b32b_EN-OL-RC-426_2.wav,18.35
4b32b,4b32b_EN-OL-RC-426_1.wav,18.4
5a7a,5a7a_EN-OL-RC-538_2.wav,33.78
5a7a,5a7a_EN-OL-RC-538_1.wav,19.64
5b17c,5b17c_EN-OL-RC-538_2.wav,21.85
